,Fecha,Sigla Empresa,Nombre Empresa,Trafico,Origen,Destino,Pasajeros,TipoVuelo,CargaKg,CorreoKg,Ciudad Origen,Ciudad Destino,Pais Origen,Pais Destino,Apto_Origen,Apto_Destino
2121,2018-05-01,AAL,AMERICAN,I,BOG,BRO,7.0,R,0.0,0.0,BOGOTA,TEXAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SOUTH PADRE IS.INTERNATIONAL.T
2122,2018-05-01,AAL,AMERICAN,I,BOG,BSB,49.0,R,0.0,0.0,BOGOTA,BRASILIA,COLOMBIA,BRASIL,BOGOTA - ELDORADO,PRESIDENTE JUSCELINO KUBITSCHEK
2123,2018-05-01,AAL,AMERICAN,I,BOG,BWI,82.0,R,0.0,0.0,BOGOTA,MARYLAND,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,BALTIMORE WASHINGTON INTERNAL
2124,2018-05-01,AAL,AMERICAN,I,BOG,BZE,17.0,R,0.0,0.0,BOGOTA,BELIZE,COLOMBIA,BELIZE,BOGOTA - ELDORADO,PHILIP S W GOLDSON INTL
2125,2018-05-01,AAL,AMERICAN,I,BOG,BZN,7.0,R,0.0,0.0,BOGOTA,"BOZE,AM",COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GALLATIN
2126,2018-05-01,AAL,AMERICAN,I,BOG,CCS,5.0,R,0.0,0.0,BOGOTA,CARACAS,COLOMBIA,VENEZUELA,BOGOTA - ELDORADO,SIMON BOLIVAR INTL
2127,2018-05-01,AAL,AMERICAN,I,BOG,CDG,36.0,R,0.0,0.0,BOGOTA,PARIS,COLOMBIA,FRANCIA,BOGOTA - ELDORADO,CHARLES DE GAULLE
2128,2018-05-01,AAL,AMERICAN,I,BOG,CHS,15.0,R,0.0,0.0,BOGOTA,CHARLESTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,CHARLESTON AFB INTL
2129,2018-05-01,AAL,AMERICAN,I,BOG,CID,31.0,R,0.0,0.0,BOGOTA,SAUL STE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,CHIPPEWA CO INTL
2130,2018-05-01,AAL,AMERICAN,I,BOG,CLE,12.0,R,0.0,0.0,BOGOTA,OHIO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,CLEVELAND HOPKINS
2131,2018-05-01,AAL,AMERICAN,I,BOG,CLT,147.0,R,0.0,0.0,BOGOTA,NORTE DE CAROLINA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,CHARLOTTE DOUGLAS INTL
2132,2018-05-01,AAL,AMERICAN,I,BOG,CMH,32.0,R,0.0,0.0,BOGOTA,OHIO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PORT COLUMBUS INTERNATIONAL
2133,2018-05-01,AAL,AMERICAN,I,BOG,CNF,7.0,R,0.0,0.0,BOGOTA,BELO HORIZONTE,COLOMBIA,BRASIL,BOGOTA - ELDORADO,TANCREDO NEVES
2134,2018-05-01,AAL,AMERICAN,I,BOG,COS,35.0,R,0.0,0.0,BOGOTA,COLORADO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,COLORADO SPRINGS MUNICIPAL
2135,2018-05-01,AAL,AMERICAN,I,BOG,CUN,2.0,R,0.0,0.0,BOGOTA,CANCUN,COLOMBIA,MEXICO,BOGOTA - ELDORADO,CANCUN INTL
2136,2018-05-01,AAL,AMERICAN,I,BOG,CUR,38.0,R,0.0,0.0,BOGOTA,CURACAO,COLOMBIA,ANTILLAS HOLANDESAS,BOGOTA - ELDORADO,HATO
2137,2018-05-01,AAL,AMERICAN,I,BOG,CVG,55.0,R,0.0,0.0,BOGOTA,CINCINATTI,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,COVINGTON - CINCINNATI
2138,2018-05-01,AAL,AMERICAN,I,BOG,CZM,5.0,R,0.0,0.0,BOGOTA,COZUMEL,COLOMBIA,MEXICO,BOGOTA - ELDORADO,COZUMEL INTL
2139,2018-05-01,AAL,AMERICAN,I,BOG,DAY,18.0,R,0.0,0.0,BOGOTA,DAYTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JAMES COX
2140,2018-05-01,AAL,AMERICAN,I,BOG,DEN,63.0,R,0.0,0.0,BOGOTA,COLORADO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,STAPLETON  INT
2141,2018-05-01,AAL,AMERICAN,I,BOG,DFW,2119.0,R,10640.0,0.0,BOGOTA,DALAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,DALLAS
2142,2018-05-01,AAL,AMERICAN,I,BOG,DTW,26.0,R,0.0,0.0,BOGOTA,DETROIT,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WAYNE COUNTY
2143,2018-05-01,AAL,AMERICAN,I,BOG,DUB,16.0,R,0.0,0.0,BOGOTA,DUBLIN,COLOMBIA,IRLANDA,BOGOTA - ELDORADO,DUBLIN
2144,2018-05-01,AAL,AMERICAN,I,BOG,EWR,252.0,R,0.0,0.0,BOGOTA,NEW YORK,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,NEWARK LIBERTY INTL
2145,2018-05-01,AAL,AMERICAN,I,BOG,EYW,31.0,R,0.0,0.0,BOGOTA,FLORIDA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,KEY WEST INTL
2146,2018-05-01,AAL,AMERICAN,I,BOG,FAT,25.0,R,0.0,0.0,BOGOTA,FRESNO YOSEMITE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,FRESNO YOSEMITE INTL
2147,2018-05-01,AAL,AMERICAN,I,BOG,FCO,5.0,R,0.0,0.0,BOGOTA,ROMA,COLOMBIA,ITALIA,BOGOTA - ELDORADO,FIUMIFINO
2148,2018-05-01,AAL,AMERICAN,I,BOG,FLL,18.0,R,0.0,0.0,BOGOTA,FORT LAUDERDALE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,FORT LAUDERDALE HOLLYWOOD INTL
2149,2018-05-01,AAL,AMERICAN,I,BOG,FPO,31.0,R,0.0,0.0,BOGOTA,PARIS,COLOMBIA,FRANCIA,BOGOTA - ELDORADO,ORLY
2150,2018-05-01,AAL,AMERICAN,I,BOG,FRA,9.0,R,516.0,0.0,BOGOTA,FRANKFURT,COLOMBIA,ALEMANIA,BOGOTA - ELDORADO,FRANKFURT MAIN
2151,2018-05-01,AAL,AMERICAN,I,BOG,GCM,8.0,R,0.0,0.0,BOGOTA,GRAN CAYMAN,COLOMBIA,ISLAS CAYMAN,BOGOTA - ELDORADO,GRAND CAYMAN ( CITY )
2152,2018-05-01,AAL,AMERICAN,I,BOG,GDL,18.0,R,0.0,0.0,BOGOTA,GUADALAJARA,COLOMBIA,MEXICO,BOGOTA - ELDORADO,DON MIGUEL HIDALGO Y COSTILLA INTL
2153,2018-05-01,AAL,AMERICAN,I,BOG,GEO,18.0,R,0.0,0.0,BOGOTA,GEORGETOWN,COLOMBIA,GUYANA,BOGOTA - ELDORADO,TIMERHI
2154,2018-05-01,AAL,AMERICAN,I,BOG,GIG,10.0,R,0.0,0.0,BOGOTA,RIO DE JANEIRO,COLOMBIA,BRASIL,BOGOTA - ELDORADO,RIO DE JANEIRO - GALEAO
2155,2018-05-01,AAL,AMERICAN,I,BOG,GLA,10.0,R,0.0,0.0,BOGOTA,GLASGOW,COLOMBIA,INGLATERRA,BOGOTA - ELDORADO,GLASGOW INTERNATIONAL
2156,2018-05-01,AAL,AMERICAN,I,BOG,GNV,24.0,R,0.0,0.0,BOGOTA,GAINESVILLE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JR ALISON
2157,2018-05-01,AAL,AMERICAN,I,BOG,GRR,18.0,R,0.0,0.0,BOGOTA,MICHIGAN,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,KENT COUNTRY
2158,2018-05-01,AAL,AMERICAN,I,BOG,GRU,4.0,R,0.0,0.0,BOGOTA,SAO PAULO,COLOMBIA,BRASIL,BOGOTA - ELDORADO,GUARULHOS
2159,2018-05-01,AAL,AMERICAN,I,BOG,GSO,28.0,R,0.0,0.0,BOGOTA,NORTE DE CAROLINA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PIEDMONT TRIAD INTL
2160,2018-05-01,AAL,AMERICAN,I,BOG,GUA,8.0,R,0.0,0.0,BOGOTA,GUATEMALA,COLOMBIA,GUATEMALA,BOGOTA - ELDORADO,LA AURORA
2161,2018-05-01,AAL,AMERICAN,I,BOG,GYE,33.0,R,0.0,0.0,BOGOTA,GUAYAQUIL,COLOMBIA,ECUADOR,BOGOTA - ELDORADO,SIMON BOLIVAR
2162,2018-05-01,AAL,AMERICAN,I,BOG,HKG,68.0,R,479.0,0.0,BOGOTA,HONG KONG,COLOMBIA,HONG KONG,BOGOTA - ELDORADO,CHEK LAP KOK
2163,2018-05-01,AAL,AMERICAN,I,BOG,HNL,5.0,R,0.0,0.0,BOGOTA,HONOLULU,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"OAHU, HI"
2164,2018-05-01,AAL,AMERICAN,I,BOG,HOU,13.0,R,0.0,0.0,BOGOTA,HOUSTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GEORGE BUSH INTCNTL HOUSTON
2165,2018-05-01,AAL,AMERICAN,I,BOG,HPN,4.0,R,0.0,0.0,BOGOTA,NEW YORK,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WHITE PLAINS
2166,2018-05-01,AAL,AMERICAN,I,BOG,IAD,117.0,R,0.0,0.0,BOGOTA,WASHINGTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,DULLES INTL D.C.
2167,2018-05-01,AAL,AMERICAN,I,BOG,IAH,79.0,R,0.0,0.0,BOGOTA,HOUSTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WILLAM P HOBBY TX
2168,2018-05-01,AAL,AMERICAN,I,BOG,ICN,65.0,R,0.0,0.0,BOGOTA,INCHEON,COLOMBIA,KOREA,BOGOTA - ELDORADO,INTERNATIONAL INCHEON
2169,2018-05-01,AAL,AMERICAN,I,BOG,IND,138.0,R,0.0,0.0,BOGOTA,INDIANA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,INDIANAPOLIS INTERNATIONAL
2170,2018-05-01,AAL,AMERICAN,I,BOG,IST,31.0,R,0.0,0.0,BOGOTA,ESTAMBUL,COLOMBIA,TURQUIA,BOGOTA - ELDORADO,ISTANBUL ATATURK  AIRPORT
2171,2018-05-01,AAL,AMERICAN,I,BOG,JAN,15.0,R,0.0,0.0,BOGOTA,JACKSON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JACKSON
2172,2018-05-01,AAL,AMERICAN,I,BOG,JAX,134.0,R,0.0,0.0,BOGOTA,FLORIDA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JACKSONVILLE INTERNAL AIRPORT
2173,2018-05-01,AAL,AMERICAN,I,BOG,JFK,334.0,R,0.0,0.0,BOGOTA,NEW YORK,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JOHN F KENNEDY INTL
2174,2018-05-01,AAL,AMERICAN,I,BOG,KIN,6.0,R,0.0,0.0,BOGOTA,KINGSTON,COLOMBIA,JAMAICA,BOGOTA - ELDORADO,NORMAN MANLEY INTL
2175,2018-05-01,AAL,AMERICAN,I,BOG,LAS,194.0,R,0.0,0.0,BOGOTA,LAS VEGAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LAS VEGAS
2176,2018-05-01,AAL,AMERICAN,I,BOG,LAX,304.0,R,0.0,0.0,BOGOTA,LOS ANGELES,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LOS ANGELES INTL
2177,2018-05-01,AAL,AMERICAN,I,BOG,LBB,22.0,R,0.0,0.0,BOGOTA,TEXAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LUBBOCK PRESTON SMITH INTL AIRPORT
2178,2018-05-01,AAL,AMERICAN,I,BOG,LEX,1.0,R,0.0,0.0,BOGOTA,KENTUCKY,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,BLUE GRASS - LEXINGTON
2179,2018-05-01,AAL,AMERICAN,I,BOG,LHR,103.0,R,8294.0,0.0,BOGOTA,LONDRES,COLOMBIA,INGLATERRA,BOGOTA - ELDORADO,HEATHROW
2180,2018-05-01,AAL,AMERICAN,I,BOG,LIM,2.0,R,0.0,0.0,BOGOTA,LIMA,COLOMBIA,PERU,BOGOTA - ELDORADO,CALLAO /INTL JORGE CHAVEZ
2181,2018-05-01,AAL,AMERICAN,I,BOG,LIR,4.0,R,0.0,0.0,BOGOTA,ROMA,COLOMBIA,ITALIA,BOGOTA - ELDORADO,ROMA CIAMPINO AIRPORT
2182,2018-05-01,AAL,AMERICAN,I,BOG,LIS,7.0,R,0.0,0.0,BOGOTA,LISBOA,COLOMBIA,PORTUGAL,BOGOTA - ELDORADO,LISBOA
2183,2018-05-01,AAL,AMERICAN,I,BOG,LIT,10.0,R,0.0,0.0,BOGOTA,ARKANSAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,ADAMS FIELD
2184,2018-05-01,AAL,AMERICAN,I,BOG,LPB,2.0,R,0.0,0.0,BOGOTA,LA PAZ,COLOMBIA,BOLIVIA,BOGOTA - ELDORADO,EL ALTO INTERNACIONAL
2185,2018-05-01,AAL,AMERICAN,I,BOG,LRM,14.0,R,0.0,0.0,BOGOTA,LA ROMANA,COLOMBIA,REPUBLICA DOMINICANA,BOGOTA - ELDORADO,LA ROMANA
2186,2018-05-01,AAL,AMERICAN,I,BOG,MAD,139.0,R,121.0,0.0,BOGOTA,MADRID,COLOMBIA,ESPANA,BOGOTA - ELDORADO,BARAJAS
2187,2018-05-01,AAL,AMERICAN,I,BOG,MAF,28.0,R,0.0,0.0,BOGOTA,TEXAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MIDLAND INTL
2188,2018-05-01,AAL,AMERICAN,I,BOG,MAR,1.0,R,0.0,0.0,BOGOTA,MARACAIBO,COLOMBIA,VENEZUELA,BOGOTA - ELDORADO,LA CHINITA INTL
2189,2018-05-01,AAL,AMERICAN,I,BOG,MBJ,4.0,R,2837.0,0.0,BOGOTA,MONTEJO BAY,COLOMBIA,JAMAICA,BOGOTA - ELDORADO,SANGSTER INTL
2190,2018-05-01,AAL,AMERICAN,I,BOG,MCI,21.0,R,0.0,0.0,BOGOTA,KANSAS CITY,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SIN ACTUALIZAR
2191,2018-05-01,AAL,AMERICAN,I,BOG,MCO,89.0,R,0.0,0.0,BOGOTA,ORLANDO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,HERDON
2192,2018-05-01,AAL,AMERICAN,I,BOG,MEM,9.0,R,0.0,0.0,BOGOTA,MEMPHIS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MEMPHIS INTERNATIONATIONAL
2193,2018-05-01,AAL,AMERICAN,I,BOG,MEX,23.0,R,0.0,0.0,BOGOTA,MEXICO,COLOMBIA,MEXICO,BOGOTA - ELDORADO,LICENCIADO BENITO JUAREZ INTL
2194,2018-05-01,AAL,AMERICAN,I,BOG,MGA,5.0,R,0.0,0.0,BOGOTA,MANAGUA,COLOMBIA,NICARAGUA,BOGOTA - ELDORADO,MANAGUA INTL
2195,2018-05-01,AAL,AMERICAN,I,BOG,MHH,7.0,R,0.0,0.0,BOGOTA,MARSH HARBOUR,COLOMBIA,BAHAMAS,BOGOTA - ELDORADO,MARSH HARBOUR
2196,2018-05-01,AAL,AMERICAN,I,BOG,MHK,6.0,R,0.0,0.0,BOGOTA,KANSAS CITY,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MANHATHAN - MANCHSTER
2197,2018-05-01,AAL,AMERICAN,I,BOG,MIA,5202.0,R,43745.0,0.0,BOGOTA,MIAMI,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MIAMI INTL
2198,2018-05-01,AAL,AMERICAN,I,BOG,MID,5.0,R,0.0,0.0,BOGOTA,MERIDA,COLOMBIA,MEXICO,BOGOTA - ELDORADO,MANUEL CRECENCIO INTERNACIONAL
2199,2018-05-01,AAL,AMERICAN,I,BOG,MKE,18.0,R,0.0,0.0,BOGOTA,WISCONSIN,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GENERAL MITCHELL INTL
2200,2018-05-01,AAL,AMERICAN,I,BOG,MLI,7.0,R,0.0,0.0,BOGOTA,ILLINOIS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,QUAD CITY
2201,2018-05-01,AAL,AMERICAN,I,BOG,MLU,11.0,R,0.0,0.0,BOGOTA,MONROE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MONROE AIPORT
2202,2018-05-01,AAL,AMERICAN,I,BOG,MSP,20.0,R,0.0,0.0,BOGOTA,MINNEAPOLIS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MINNEAPOLIS ST PAUL INTL
2203,2018-05-01,AAL,AMERICAN,I,BOG,MSY,59.0,R,0.0,0.0,BOGOTA,NEW ORLEANS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MOISANT FIED
2204,2018-05-01,AAL,AMERICAN,I,BOG,MTY,21.0,R,0.0,0.0,BOGOTA,MONTERREY,COLOMBIA,MEXICO,BOGOTA - ELDORADO,GENERAL MARIANO ESCOBEDO INTL
2205,2018-05-01,AAL,AMERICAN,I,BOG,MUC,12.0,R,0.0,0.0,BOGOTA,MUNICH,COLOMBIA,ALEMANIA,BOGOTA - ELDORADO,AEROPUERTO INTERNACIONAL DE MUNICH
2206,2018-05-01,AAL,AMERICAN,I,BOG,MVD,14.0,R,0.0,0.0,BOGOTA,MONTEVIDEO,COLOMBIA,URUGUAY,BOGOTA - ELDORADO,CARRASCO
2207,2018-05-01,AAL,AMERICAN,I,BOG,MXP,30.0,R,4.0,0.0,BOGOTA,MILANO,COLOMBIA,ITALIA,BOGOTA - ELDORADO,MALPENSA
2208,2018-05-01,AAL,AMERICAN,I,BOG,NAS,19.0,R,0.0,0.0,BOGOTA,NASSAU,COLOMBIA,BAHAMAS,BOGOTA - ELDORADO,NASSAU INTL
2209,2018-05-01,AAL,AMERICAN,I,BOG,NRT,55.0,R,2070.0,0.0,BOGOTA,TOKIO,COLOMBIA,JAPON,BOGOTA - ELDORADO,NARITA
2210,2018-05-01,AAL,AMERICAN,I,BOG,OKC,12.0,R,0.0,0.0,BOGOTA,OKLAHOMA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WILL ROGERS WORLDS
2211,2018-05-01,AAL,AMERICAN,I,BOG,OMA,12.0,R,0.0,0.0,BOGOTA,NEBRASKA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,EPPLEY AFLD
2212,2018-05-01,AAL,AMERICAN,I,BOG,ONT,10.0,R,0.0,0.0,BOGOTA,CALIFORNIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,ONTARIO INTERNATIONAL
2213,2018-05-01,AAL,AMERICAN,I,BOG,ORD,271.0,R,0.0,0.0,BOGOTA,CHICAGO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,O .HARE
2214,2018-05-01,AAL,AMERICAN,I,BOG,ORF,16.0,R,0.0,0.0,BOGOTA,NORFOLKVA BEACH,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,NORFOLKVA BEACH
2215,2018-05-01,AAL,AMERICAN,I,BOG,PAP,7.0,R,0.0,0.0,BOGOTA,PUERTO PRINCIPE,COLOMBIA,HAITI,BOGOTA - ELDORADO,PORT AU PRINCE INTL
2216,2018-05-01,AAL,AMERICAN,I,BOG,PBC,9.0,R,0.0,0.0,BOGOTA,CABALLOCOCHA,COLOMBIA,PERU,BOGOTA - ELDORADO,CABALLOCOCHA
2217,2018-05-01,AAL,AMERICAN,I,BOG,PDX,20.0,R,0.0,0.0,BOGOTA,OREGON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PORTLAND INTL
2218,2018-05-01,AAL,AMERICAN,I,BOG,PEK,24.0,R,83.0,0.0,BOGOTA,BEIJING,COLOMBIA,CHINA,BOGOTA - ELDORADO,BEIJING
2219,2018-05-01,AAL,AMERICAN,I,BOG,PHL,166.0,R,0.0,0.0,BOGOTA,PHILADELPHIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"PHILADELPHIA INTL, PA."
2220,2018-05-01,AAL,AMERICAN,I,BOG,PHX,147.0,R,0.0,0.0,BOGOTA,ARIZONA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SKY HARBORT INTERNATIONAL
2221,2018-05-01,AAL,AMERICAN,I,BOG,PIA,8.0,R,0.0,0.0,BOGOTA,PEORIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GREATER PEORIA RGNL
2222,2018-05-01,AAL,AMERICAN,I,BOG,PIT,15.0,R,0.0,0.0,BOGOTA,PITTSBURGH,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,INTER PITTSBURGH
2223,2018-05-01,AAL,AMERICAN,I,BOG,PNS,6.0,R,0.0,0.0,BOGOTA,PENSACOLA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PENSACALA REGIONAL
2224,2018-05-01,AAL,AMERICAN,I,BOG,POP,13.0,R,0.0,0.0,BOGOTA,PUERTO PLATA,COLOMBIA,REPUBLICA DOMINICANA,BOGOTA - ELDORADO,PUERTO PLATA
2225,2018-05-01,AAL,AMERICAN,I,BOG,POS,65.0,R,0.0,0.0,BOGOTA,PUERTO ESPANA,COLOMBIA,TRINIDAD Y TOBAGO,BOGOTA - ELDORADO,PIARCO
2226,2018-05-01,AAL,AMERICAN,I,BOG,PSP,7.0,R,0.0,0.0,BOGOTA,CALIFORNIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PALM SPRINGS INTERNATIO BUREAU
2227,2018-05-01,AAL,AMERICAN,I,BOG,PTP,48.0,R,0.0,0.0,BOGOTA,POINTE A PITRE,COLOMBIA,ANTILLAS FRANCESAS,BOGOTA - ELDORADO,LE RAIZET
2228,2018-05-01,AAL,AMERICAN,I,BOG,PTY,9.0,R,0.0,0.0,BOGOTA,PANAMA,COLOMBIA,PANAMA,BOGOTA - ELDORADO,TOCUMEN INTL
2229,2018-05-01,AAL,AMERICAN,I,BOG,PUJ,49.0,R,0.0,0.0,BOGOTA,PUNTA CANA,COLOMBIA,REPUBLICA DOMINICANA,BOGOTA - ELDORADO,PUNTA CANA INTL
2230,2018-05-01,AAL,AMERICAN,I,BOG,PVG,36.0,R,0.0,0.0,BOGOTA,SHANGHAI,COLOMBIA,CHINA,BOGOTA - ELDORADO,PU DONG
2231,2018-05-01,AAL,AMERICAN,I,BOG,RDU,31.0,R,0.0,0.0,BOGOTA,RALEIGH,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"DURHAM, NC."
2232,2018-05-01,AAL,AMERICAN,I,BOG,REC,25.0,R,0.0,0.0,BOGOTA,RECIFE,COLOMBIA,BRASIL,BOGOTA - ELDORADO,GUARARAPES/PERMAMBUCO
2233,2018-05-01,AAL,AMERICAN,I,BOG,RIC,19.0,R,0.0,0.0,BOGOTA,RICHMOND,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,INTER RICHMOND
2234,2018-05-01,AAL,AMERICAN,I,BOG,RNO,22.0,R,0.0,0.0,BOGOTA,RENO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,RENO INTER
2235,2018-05-01,AAL,AMERICAN,I,BOG,SAL,19.0,R,0.0,0.0,BOGOTA,SAN SALVADOR,COLOMBIA,EL SALVADOR,BOGOTA - ELDORADO,EL SALVADOR INTL
2236,2018-05-01,AAL,AMERICAN,I,BOG,SAN,27.0,R,0.0,0.0,BOGOTA,SAN DIEGO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LINDBERGH FIELD
2237,2018-05-01,AAL,AMERICAN,I,BOG,SAO,3.0,R,0.0,0.0,BOGOTA,SAO PAULO,COLOMBIA,BRASIL,BOGOTA - ELDORADO,CONGONHAS
2238,2018-05-01,AAL,AMERICAN,I,BOG,SAP,31.0,R,0.0,0.0,BOGOTA,SAN PEDRO SULA,COLOMBIA,HONDURAS,BOGOTA - ELDORADO,LA MESA
2239,2018-05-01,AAL,AMERICAN,I,BOG,SAT,8.0,R,0.0,0.0,BOGOTA,SAN ANTONIO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"SAN ANTONIO / INTL, TX."
2240,2018-05-01,AAL,AMERICAN,I,BOG,SAV,27.0,R,0.0,0.0,BOGOTA,GEORGIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,HILTON HEAD INTERNATIONAL
2241,2018-05-01,AAL,AMERICAN,I,BOG,SCL,19.0,R,0.0,0.0,BOGOTA,SANTIAGO,COLOMBIA,CHILE,BOGOTA - ELDORADO,ARTURO MERINO BENITEZ INTL
2242,2018-05-01,AAL,AMERICAN,I,BOG,SDF,20.0,R,0.0,0.0,BOGOTA,KENTUCKY,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LOUIS VILLE / STANDIFORD
2243,2018-05-01,AAL,AMERICAN,I,BOG,SDQ,13.0,R,0.0,0.0,BOGOTA,SANTO DOMINGO,COLOMBIA,REPUBLICA DOMINICANA,BOGOTA - ELDORADO,LAS AMERICAS
2244,2018-05-01,AAL,AMERICAN,I,BOG,SEA,56.0,R,0.0,0.0,BOGOTA,SEATTLE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SEATTLE
2245,2018-05-01,AAL,AMERICAN,I,BOG,SFO,119.0,R,0.0,0.0,BOGOTA,SAN FRANCISCO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"SAN FRANCISCO / INTL, CA."
2246,2018-05-01,AAL,AMERICAN,I,BOG,SGF,19.0,R,0.0,0.0,BOGOTA,SPRINGFIELD,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SPRINGFIELD BRANSON NATL
2247,2018-05-01,AAL,AMERICAN,I,BOG,SJD,28.0,R,0.0,0.0,BOGOTA,SAN JOSE DEL CABO,COLOMBIA,MEXICO,BOGOTA - ELDORADO,SAN JOSE DEL CABO / INTL
2248,2018-05-01,AAL,AMERICAN,I,BOG,SJO,27.0,R,0.0,0.0,BOGOTA,SAN JOSE,COLOMBIA,COSTA RICA,BOGOTA - ELDORADO,JUAN SANTAMARIA INTL
2249,2018-05-01,AAL,AMERICAN,I,BOG,SJU,14.0,R,12518.0,0.0,BOGOTA,SAN JUAN,COLOMBIA,PUERTO RICO,BOGOTA - ELDORADO,LUIS MUNOZ MARIN INTL
2250,2018-05-01,AAL,AMERICAN,I,BOG,SKB,14.0,R,0.0,0.0,BOGOTA,SAINT KITTS,COLOMBIA,SAINT KITTS,BOGOTA - ELDORADO,GOLDEN ROCK
2251,2018-05-01,AAL,AMERICAN,I,BOG,SMF,40.0,R,0.0,0.0,BOGOTA,SACRAMENTO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SACRAMENTO
