,Fecha,Sigla Empresa,Nombre Empresa,Trafico,Origen,Destino,Pasajeros,TipoVuelo,CargaKg,CorreoKg,Ciudad Origen,Ciudad Destino,Pais Origen,Pais Destino,Apto_Origen,Apto_Destino
36,2018-01-01,AAL,AMERICAN,I,BOG,ABQ,28.0,R,0.0,0.0,BOGOTA,NUEVO MEXICO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,ALBUQUERQUE INTL SUNPORT
37,2018-01-01,AAL,AMERICAN,I,BOG,AMS,22.0,R,0.0,0.0,BOGOTA,AMSTERDAM,COLOMBIA,HOLANDA,BOGOTA - ELDORADO,SCHIPHOL
38,2018-01-01,AAL,AMERICAN,I,BOG,ATL,83.0,R,0.0,0.0,BOGOTA,ATLANTA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,HARTSFIELD JACKSON ATLANTA INTL
39,2018-01-01,AAL,AMERICAN,I,BOG,AUS,28.0,R,0.0,0.0,BOGOTA,TEXAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,AUSTIN/ROBERT/MUELLER MUNICIPA
40,2018-01-01,AAL,AMERICAN,I,BOG,BCN,27.0,R,0.0,0.0,BOGOTA,BARCELONA,COLOMBIA,ESPANA,BOGOTA - ELDORADO,BARCELONA
41,2018-01-01,AAL,AMERICAN,I,BOG,BGI,23.0,R,0.0,0.0,BOGOTA,BRIDGENTOWN,COLOMBIA,BARBADOS,BOGOTA - ELDORADO,GRANTLEY ADAMS INTL
42,2018-01-01,AAL,AMERICAN,I,BOG,BHM,2.0,R,0.0,0.0,BOGOTA,ALABAMA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,BIRMINGHAM INTL
43,2018-01-01,AAL,AMERICAN,I,BOG,BIO,0.0,R,153.0,0.0,BOGOTA,BILBAO,COLOMBIA,ESPANA,BOGOTA - ELDORADO,BILBAO
44,2018-01-01,AAL,AMERICAN,I,BOG,BMI,2.0,R,0.0,0.0,BOGOTA,ILLINOIS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,NORMAL
45,2018-01-01,AAL,AMERICAN,I,BOG,BOS,117.0,R,0.0,0.0,BOGOTA,BOSTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GEN.EDWARD L.LOGAN
46,2018-01-01,AAL,AMERICAN,I,BOG,BSB,41.0,R,0.0,0.0,BOGOTA,BRASILIA,COLOMBIA,BRASIL,BOGOTA - ELDORADO,PRESIDENTE JUSCELINO KUBITSCHEK
47,2018-01-01,AAL,AMERICAN,I,BOG,CCS,4.0,R,0.0,0.0,BOGOTA,CARACAS,COLOMBIA,VENEZUELA,BOGOTA - ELDORADO,SIMON BOLIVAR INTL
48,2018-01-01,AAL,AMERICAN,I,BOG,CDG,11.0,R,8.0,0.0,BOGOTA,PARIS,COLOMBIA,FRANCIA,BOGOTA - ELDORADO,CHARLES DE GAULLE
49,2018-01-01,AAL,AMERICAN,I,BOG,CHS,15.0,R,0.0,0.0,BOGOTA,CHARLESTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,CHARLESTON AFB INTL
50,2018-01-01,AAL,AMERICAN,I,BOG,CID,25.0,R,0.0,0.0,BOGOTA,SAUL STE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,CHIPPEWA CO INTL
51,2018-01-01,AAL,AMERICAN,I,BOG,CLT,22.0,R,0.0,0.0,BOGOTA,NORTE DE CAROLINA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,CHARLOTTE DOUGLAS INTL
52,2018-01-01,AAL,AMERICAN,I,BOG,CMH,2.0,R,0.0,0.0,BOGOTA,OHIO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PORT COLUMBUS INTERNATIONAL
53,2018-01-01,AAL,AMERICAN,I,BOG,COS,5.0,R,0.0,0.0,BOGOTA,COLORADO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,COLORADO SPRINGS MUNICIPAL
54,2018-01-01,AAL,AMERICAN,I,BOG,CUN,3.0,R,0.0,0.0,BOGOTA,CANCUN,COLOMBIA,MEXICO,BOGOTA - ELDORADO,CANCUN INTL
55,2018-01-01,AAL,AMERICAN,I,BOG,CUR,10.0,R,0.0,0.0,BOGOTA,CURACAO,COLOMBIA,ANTILLAS HOLANDESAS,BOGOTA - ELDORADO,HATO
56,2018-01-01,AAL,AMERICAN,I,BOG,CVG,196.0,R,0.0,0.0,BOGOTA,CINCINATTI,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,COVINGTON - CINCINNATI
57,2018-01-01,AAL,AMERICAN,I,BOG,DEN,60.0,R,0.0,0.0,BOGOTA,COLORADO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,STAPLETON  INT
58,2018-01-01,AAL,AMERICAN,I,BOG,DFW,1996.0,R,13791.0,0.0,BOGOTA,DALAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,DALLAS
59,2018-01-01,AAL,AMERICAN,I,BOG,DTW,16.0,R,0.0,0.0,BOGOTA,DETROIT,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WAYNE COUNTY
60,2018-01-01,AAL,AMERICAN,I,BOG,DUB,2.0,R,0.0,0.0,BOGOTA,DUBLIN,COLOMBIA,IRLANDA,BOGOTA - ELDORADO,DUBLIN
61,2018-01-01,AAL,AMERICAN,I,BOG,DXB,4.0,R,0.0,0.0,BOGOTA,DUBAI,COLOMBIA,EMIRATOS ARABE,BOGOTA - ELDORADO,INTERNATIONAL DUBAI
62,2018-01-01,AAL,AMERICAN,I,BOG,EWR,91.0,R,0.0,0.0,BOGOTA,NEW YORK,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,NEWARK LIBERTY INTL
63,2018-01-01,AAL,AMERICAN,I,BOG,EYW,2.0,R,0.0,0.0,BOGOTA,FLORIDA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,KEY WEST INTL
64,2018-01-01,AAL,AMERICAN,I,BOG,FAT,5.0,R,0.0,0.0,BOGOTA,FRESNO YOSEMITE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,FRESNO YOSEMITE INTL
65,2018-01-01,AAL,AMERICAN,I,BOG,FPO,7.0,R,0.0,0.0,BOGOTA,PARIS,COLOMBIA,FRANCIA,BOGOTA - ELDORADO,ORLY
66,2018-01-01,AAL,AMERICAN,I,BOG,FRA,18.0,R,0.0,0.0,BOGOTA,FRANKFURT,COLOMBIA,ALEMANIA,BOGOTA - ELDORADO,FRANKFURT MAIN
67,2018-01-01,AAL,AMERICAN,I,BOG,GCM,1.0,R,0.0,0.0,BOGOTA,GRAN CAYMAN,COLOMBIA,ISLAS CAYMAN,BOGOTA - ELDORADO,GRAND CAYMAN ( CITY )
68,2018-01-01,AAL,AMERICAN,I,BOG,GNV,25.0,R,0.0,0.0,BOGOTA,GAINESVILLE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JR ALISON
69,2018-01-01,AAL,AMERICAN,I,BOG,GRR,2.0,R,0.0,0.0,BOGOTA,MICHIGAN,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,KENT COUNTRY
70,2018-01-01,AAL,AMERICAN,I,BOG,GRU,2.0,R,0.0,0.0,BOGOTA,SAO PAULO,COLOMBIA,BRASIL,BOGOTA - ELDORADO,GUARULHOS
71,2018-01-01,AAL,AMERICAN,I,BOG,GSO,7.0,R,0.0,0.0,BOGOTA,NORTE DE CAROLINA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PIEDMONT TRIAD INTL
72,2018-01-01,AAL,AMERICAN,I,BOG,HKG,8.0,R,125.0,0.0,BOGOTA,HONG KONG,COLOMBIA,HONG KONG,BOGOTA - ELDORADO,CHEK LAP KOK
73,2018-01-01,AAL,AMERICAN,I,BOG,HNL,48.0,R,0.0,0.0,BOGOTA,HONOLULU,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"OAHU, HI"
74,2018-01-01,AAL,AMERICAN,I,BOG,HOU,71.0,R,0.0,0.0,BOGOTA,HOUSTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GEORGE BUSH INTCNTL HOUSTON
75,2018-01-01,AAL,AMERICAN,I,BOG,HPN,32.0,R,0.0,0.0,BOGOTA,NEW YORK,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WHITE PLAINS
76,2018-01-01,AAL,AMERICAN,I,BOG,IAD,20.0,R,0.0,0.0,BOGOTA,WASHINGTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,DULLES INTL D.C.
77,2018-01-01,AAL,AMERICAN,I,BOG,IAH,9.0,R,0.0,0.0,BOGOTA,HOUSTON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WILLAM P HOBBY TX
78,2018-01-01,AAL,AMERICAN,I,BOG,ICN,1.0,R,358.0,0.0,BOGOTA,INCHEON,COLOMBIA,KOREA,BOGOTA - ELDORADO,INTERNATIONAL INCHEON
79,2018-01-01,AAL,AMERICAN,I,BOG,IND,5.0,R,0.0,0.0,BOGOTA,INDIANA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,INDIANAPOLIS INTERNATIONAL
80,2018-01-01,AAL,AMERICAN,I,BOG,IST,164.0,R,0.0,0.0,BOGOTA,ESTAMBUL,COLOMBIA,TURQUIA,BOGOTA - ELDORADO,ISTANBUL ATATURK  AIRPORT
81,2018-01-01,AAL,AMERICAN,I,BOG,JAN,12.0,R,0.0,0.0,BOGOTA,JACKSON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JACKSON
82,2018-01-01,AAL,AMERICAN,I,BOG,JAX,244.0,R,0.0,0.0,BOGOTA,FLORIDA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JACKSONVILLE INTERNAL AIRPORT
83,2018-01-01,AAL,AMERICAN,I,BOG,JFK,349.0,R,0.0,0.0,BOGOTA,NEW YORK,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,JOHN F KENNEDY INTL
84,2018-01-01,AAL,AMERICAN,I,BOG,KIN,8.0,R,0.0,0.0,BOGOTA,KINGSTON,COLOMBIA,JAMAICA,BOGOTA - ELDORADO,NORMAN MANLEY INTL
85,2018-01-01,AAL,AMERICAN,I,BOG,LAX,56.0,R,0.0,0.0,BOGOTA,LOS ANGELES,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LOS ANGELES INTL
86,2018-01-01,AAL,AMERICAN,I,BOG,LBB,131.0,R,0.0,0.0,BOGOTA,TEXAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LUBBOCK PRESTON SMITH INTL AIRPORT
87,2018-01-01,AAL,AMERICAN,I,BOG,LEX,18.0,R,0.0,0.0,BOGOTA,KENTUCKY,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,BLUE GRASS - LEXINGTON
88,2018-01-01,AAL,AMERICAN,I,BOG,LHR,11.0,R,9302.0,0.0,BOGOTA,LONDRES,COLOMBIA,INGLATERRA,BOGOTA - ELDORADO,HEATHROW
89,2018-01-01,AAL,AMERICAN,I,BOG,LIR,115.0,R,0.0,0.0,BOGOTA,ROMA,COLOMBIA,ITALIA,BOGOTA - ELDORADO,ROMA CIAMPINO AIRPORT
90,2018-01-01,AAL,AMERICAN,I,BOG,LIT,1.0,R,0.0,0.0,BOGOTA,ARKANSAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,ADAMS FIELD
91,2018-01-01,AAL,AMERICAN,I,BOG,MAD,24.0,R,101.0,0.0,BOGOTA,MADRID,COLOMBIA,ESPANA,BOGOTA - ELDORADO,BARAJAS
92,2018-01-01,AAL,AMERICAN,I,BOG,MAF,48.0,R,0.0,0.0,BOGOTA,TEXAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MIDLAND INTL
93,2018-01-01,AAL,AMERICAN,I,BOG,MAR,1.0,R,0.0,0.0,BOGOTA,MARACAIBO,COLOMBIA,VENEZUELA,BOGOTA - ELDORADO,LA CHINITA INTL
94,2018-01-01,AAL,AMERICAN,I,BOG,MBJ,0.0,R,2665.0,0.0,BOGOTA,MONTEJO BAY,COLOMBIA,JAMAICA,BOGOTA - ELDORADO,SANGSTER INTL
95,2018-01-01,AAL,AMERICAN,I,BOG,MCI,54.0,R,0.0,0.0,BOGOTA,KANSAS CITY,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SIN ACTUALIZAR
96,2018-01-01,AAL,AMERICAN,I,BOG,MCO,36.0,R,0.0,0.0,BOGOTA,ORLANDO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,HERDON
97,2018-01-01,AAL,AMERICAN,I,BOG,MEX,2.0,R,0.0,0.0,BOGOTA,MEXICO,COLOMBIA,MEXICO,BOGOTA - ELDORADO,LICENCIADO BENITO JUAREZ INTL
98,2018-01-01,AAL,AMERICAN,I,BOG,MGA,214.0,R,0.0,0.0,BOGOTA,MANAGUA,COLOMBIA,NICARAGUA,BOGOTA - ELDORADO,MANAGUA INTL
99,2018-01-01,AAL,AMERICAN,I,BOG,MIA,7255.0,R,38296.0,0.0,BOGOTA,MIAMI,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MIAMI INTL
100,2018-01-01,AAL,AMERICAN,I,BOG,MKE,24.0,R,0.0,0.0,BOGOTA,WISCONSIN,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GENERAL MITCHELL INTL
101,2018-01-01,AAL,AMERICAN,I,BOG,MLI,10.0,R,0.0,0.0,BOGOTA,ILLINOIS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,QUAD CITY
102,2018-01-01,AAL,AMERICAN,I,BOG,MLU,1.0,R,0.0,0.0,BOGOTA,MONROE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MONROE AIPORT
103,2018-01-01,AAL,AMERICAN,I,BOG,MSP,22.0,R,0.0,0.0,BOGOTA,MINNEAPOLIS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MINNEAPOLIS ST PAUL INTL
104,2018-01-01,AAL,AMERICAN,I,BOG,MSY,87.0,R,0.0,0.0,BOGOTA,NEW ORLEANS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,MOISANT FIED
105,2018-01-01,AAL,AMERICAN,I,BOG,MTY,16.0,R,0.0,0.0,BOGOTA,MONTERREY,COLOMBIA,MEXICO,BOGOTA - ELDORADO,GENERAL MARIANO ESCOBEDO INTL
106,2018-01-01,AAL,AMERICAN,I,BOG,MXP,60.0,R,0.0,0.0,BOGOTA,MILANO,COLOMBIA,ITALIA,BOGOTA - ELDORADO,MALPENSA
107,2018-01-01,AAL,AMERICAN,I,BOG,NAS,20.0,R,0.0,0.0,BOGOTA,NASSAU,COLOMBIA,BAHAMAS,BOGOTA - ELDORADO,NASSAU INTL
108,2018-01-01,AAL,AMERICAN,I,BOG,NRT,118.0,R,3985.0,0.0,BOGOTA,TOKIO,COLOMBIA,JAPON,BOGOTA - ELDORADO,NARITA
109,2018-01-01,AAL,AMERICAN,I,BOG,OKC,6.0,R,0.0,0.0,BOGOTA,OKLAHOMA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,WILL ROGERS WORLDS
110,2018-01-01,AAL,AMERICAN,I,BOG,OMA,3.0,R,0.0,0.0,BOGOTA,NEBRASKA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,EPPLEY AFLD
111,2018-01-01,AAL,AMERICAN,I,BOG,ONT,10.0,R,0.0,0.0,BOGOTA,CALIFORNIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,ONTARIO INTERNATIONAL
112,2018-01-01,AAL,AMERICAN,I,BOG,ORD,154.0,R,0.0,0.0,BOGOTA,CHICAGO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,O .HARE
113,2018-01-01,AAL,AMERICAN,I,BOG,ORF,11.0,R,0.0,0.0,BOGOTA,NORFOLKVA BEACH,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,NORFOLKVA BEACH
114,2018-01-01,AAL,AMERICAN,I,BOG,PAP,3.0,R,0.0,0.0,BOGOTA,PUERTO PRINCIPE,COLOMBIA,HAITI,BOGOTA - ELDORADO,PORT AU PRINCE INTL
115,2018-01-01,AAL,AMERICAN,I,BOG,PDX,42.0,R,0.0,0.0,BOGOTA,OREGON,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PORTLAND INTL
116,2018-01-01,AAL,AMERICAN,I,BOG,PEK,93.0,R,0.0,0.0,BOGOTA,BEIJING,COLOMBIA,CHINA,BOGOTA - ELDORADO,BEIJING
117,2018-01-01,AAL,AMERICAN,I,BOG,PHL,164.0,R,0.0,0.0,BOGOTA,PHILADELPHIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"PHILADELPHIA INTL, PA."
118,2018-01-01,AAL,AMERICAN,I,BOG,PHX,58.0,R,0.0,0.0,BOGOTA,ARIZONA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SKY HARBORT INTERNATIONAL
119,2018-01-01,AAL,AMERICAN,I,BOG,PIA,9.0,R,0.0,0.0,BOGOTA,PEORIA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,GREATER PEORIA RGNL
120,2018-01-01,AAL,AMERICAN,I,BOG,PNS,6.0,R,0.0,0.0,BOGOTA,PENSACOLA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,PENSACALA REGIONAL
121,2018-01-01,AAL,AMERICAN,I,BOG,POP,34.0,R,0.0,0.0,BOGOTA,PUERTO PLATA,COLOMBIA,REPUBLICA DOMINICANA,BOGOTA - ELDORADO,PUERTO PLATA
122,2018-01-01,AAL,AMERICAN,I,BOG,POS,22.0,R,436.0,0.0,BOGOTA,PUERTO ESPANA,COLOMBIA,TRINIDAD Y TOBAGO,BOGOTA - ELDORADO,PIARCO
123,2018-01-01,AAL,AMERICAN,I,BOG,PTY,6.0,R,0.0,0.0,BOGOTA,PANAMA,COLOMBIA,PANAMA,BOGOTA - ELDORADO,TOCUMEN INTL
124,2018-01-01,AAL,AMERICAN,I,BOG,PUJ,11.0,R,0.0,0.0,BOGOTA,PUNTA CANA,COLOMBIA,REPUBLICA DOMINICANA,BOGOTA - ELDORADO,PUNTA CANA INTL
125,2018-01-01,AAL,AMERICAN,I,BOG,PVG,18.0,R,956.0,0.0,BOGOTA,SHANGHAI,COLOMBIA,CHINA,BOGOTA - ELDORADO,PU DONG
126,2018-01-01,AAL,AMERICAN,I,BOG,RDU,12.0,R,0.0,0.0,BOGOTA,RALEIGH,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"DURHAM, NC."
127,2018-01-01,AAL,AMERICAN,I,BOG,RIC,7.0,R,0.0,0.0,BOGOTA,RICHMOND,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,INTER RICHMOND
128,2018-01-01,AAL,AMERICAN,I,BOG,RNO,1.0,R,0.0,0.0,BOGOTA,RENO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,RENO INTER
129,2018-01-01,AAL,AMERICAN,I,BOG,SAL,58.0,R,0.0,0.0,BOGOTA,SAN SALVADOR,COLOMBIA,EL SALVADOR,BOGOTA - ELDORADO,EL SALVADOR INTL
130,2018-01-01,AAL,AMERICAN,I,BOG,SAN,5.0,R,0.0,0.0,BOGOTA,SAN DIEGO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LINDBERGH FIELD
131,2018-01-01,AAL,AMERICAN,I,BOG,SAP,38.0,R,0.0,0.0,BOGOTA,SAN PEDRO SULA,COLOMBIA,HONDURAS,BOGOTA - ELDORADO,LA MESA
132,2018-01-01,AAL,AMERICAN,I,BOG,SAT,13.0,R,0.0,0.0,BOGOTA,SAN ANTONIO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"SAN ANTONIO / INTL, TX."
133,2018-01-01,AAL,AMERICAN,I,BOG,SCL,64.0,R,0.0,0.0,BOGOTA,SANTIAGO,COLOMBIA,CHILE,BOGOTA - ELDORADO,ARTURO MERINO BENITEZ INTL
134,2018-01-01,AAL,AMERICAN,I,BOG,SDF,29.0,R,0.0,0.0,BOGOTA,KENTUCKY,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,LOUIS VILLE / STANDIFORD
135,2018-01-01,AAL,AMERICAN,I,BOG,SDQ,1.0,R,0.0,0.0,BOGOTA,SANTO DOMINGO,COLOMBIA,REPUBLICA DOMINICANA,BOGOTA - ELDORADO,LAS AMERICAS
136,2018-01-01,AAL,AMERICAN,I,BOG,SEA,131.0,R,0.0,0.0,BOGOTA,SEATTLE,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SEATTLE
137,2018-01-01,AAL,AMERICAN,I,BOG,SFO,21.0,R,0.0,0.0,BOGOTA,SAN FRANCISCO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,"SAN FRANCISCO / INTL, CA."
138,2018-01-01,AAL,AMERICAN,I,BOG,SGF,8.0,R,0.0,0.0,BOGOTA,SPRINGFIELD,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SPRINGFIELD BRANSON NATL
139,2018-01-01,AAL,AMERICAN,I,BOG,SJD,57.0,R,0.0,0.0,BOGOTA,SAN JOSE DEL CABO,COLOMBIA,MEXICO,BOGOTA - ELDORADO,SAN JOSE DEL CABO / INTL
140,2018-01-01,AAL,AMERICAN,I,BOG,SJU,37.0,R,4976.0,0.0,BOGOTA,SAN JUAN,COLOMBIA,PUERTO RICO,BOGOTA - ELDORADO,LUIS MUNOZ MARIN INTL
141,2018-01-01,AAL,AMERICAN,I,BOG,SMF,31.0,R,0.0,0.0,BOGOTA,SACRAMENTO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,SACRAMENTO
142,2018-01-01,AAL,AMERICAN,I,BOG,SSA,9.0,R,0.0,0.0,BOGOTA,SALVADOR,COLOMBIA,BRASIL,BOGOTA - ELDORADO,DOS DE JULIO
143,2018-01-01,AAL,AMERICAN,I,BOG,STL,4.0,R,0.0,0.0,BOGOTA,SAINT LOUIS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,ST. LOUIS
144,2018-01-01,AAL,AMERICAN,I,BOG,SXM,7.0,R,0.0,0.0,BOGOTA,SAN MARTIN,COLOMBIA,ANTILLAS HOLANDESAS,BOGOTA - ELDORADO,PRINCESS JULIANA INTL
145,2018-01-01,AAL,AMERICAN,I,BOG,SYD,4.0,R,0.0,0.0,BOGOTA,SYDNEY,COLOMBIA,AUSTRALIA,BOGOTA - ELDORADO,KINGSFORD SMITH
146,2018-01-01,AAL,AMERICAN,I,BOG,TGU,79.0,R,0.0,0.0,BOGOTA,TEGUCIGALPA,COLOMBIA,HONDURAS,BOGOTA - ELDORADO,TONCONTIN
147,2018-01-01,AAL,AMERICAN,I,BOG,TLV,2.0,R,0.0,0.0,BOGOTA,TEL AVIV,COLOMBIA,ISRAEL,BOGOTA - ELDORADO,BEN GURION
148,2018-01-01,AAL,AMERICAN,I,BOG,TPA,61.0,R,0.0,0.0,BOGOTA,TAMPA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,TAMPA INTL
149,2018-01-01,AAL,AMERICAN,I,BOG,TUC,33.0,R,0.0,0.0,BOGOTA,TUCUMAN,COLOMBIA,ARGENTINA,BOGOTA - ELDORADO,TUCUMAN/TENENT MATIENZOT
150,2018-01-01,AAL,AMERICAN,I,BOG,TUL,14.0,R,6.0,0.0,BOGOTA,OKLAHOMA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,TULSA INTERNACIONAL
151,2018-01-01,AAL,AMERICAN,I,BOG,TUS,1.0,R,0.0,0.0,BOGOTA,ARIZONA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,TUCSON INTERNATIONAL AIRPORT
152,2018-01-01,AAL,AMERICAN,I,BOG,TXL,27.0,R,0.0,0.0,BOGOTA,BERLIN,COLOMBIA,ALEMANIA,BOGOTA - ELDORADO,TEGEL
153,2018-01-01,AAL,AMERICAN,I,BOG,UIO,25.0,R,0.0,0.0,BOGOTA,QUITO,COLOMBIA,ECUADOR,BOGOTA - ELDORADO,AEROPUERTO INTERNACIONAL MARISCAL S
154,2018-01-01,AAL,AMERICAN,I,BOG,XNA,5.0,R,0.0,0.0,BOGOTA,ARKANSAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,FAYETTEVELLI
155,2018-01-01,AAL,AMERICAN,I,BOG,YEG,39.0,R,0.0,0.0,BOGOTA,EDMONTON,COLOMBIA,CANADA,BOGOTA - ELDORADO,EDMONTON INTER
156,2018-01-01,AAL,AMERICAN,I,BOG,YOW,3.0,R,0.0,0.0,BOGOTA,OTAWA,COLOMBIA,CANADA,BOGOTA - ELDORADO,"OTTAWA/MACDONALD - CARTIER INTL,"
157,2018-01-01,AAL,AMERICAN,I,BOG,YUL,25.0,R,206.0,0.0,BOGOTA,MONTREAL,COLOMBIA,CANADA,BOGOTA - ELDORADO,MONTR╔AL-PIERRE ELLIOTT TRUDEAU INT
158,2018-01-01,AAL,AMERICAN,I,BOG,YVR,14.0,R,0.0,0.0,BOGOTA,VANCOUVER,COLOMBIA,CANADA,BOGOTA - ELDORADO,VANCOUVER INTERNATIONAL
159,2018-01-01,AAL,AMERICAN,I,BOG,YYC,19.0,R,0.0,0.0,BOGOTA,CALGARY,COLOMBIA,CANADA,BOGOTA - ELDORADO,"CALGARY INTL,ALTA"
160,2018-01-01,AAL,AMERICAN,I,BOG,YYZ,73.0,R,25.0,0.0,BOGOTA,TORONTO,COLOMBIA,CANADA,BOGOTA - ELDORADO,LESTER B PEARSON INTL
161,2018-01-01,AAL,AMERICAN,I,BOG,ZRH,29.0,R,0.0,0.0,BOGOTA,ZURICH,COLOMBIA,SUIZA,BOGOTA - ELDORADO,ZURICH
594,2018-02-01,AAL,AMERICAN,I,BOG,ABQ,8.0,R,0.0,0.0,BOGOTA,NUEVO MEXICO,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,ALBUQUERQUE INTL SUNPORT
595,2018-02-01,AAL,AMERICAN,I,BOG,ANU,0.0,R,75.0,0.0,BOGOTA,ST. JOHN'S,COLOMBIA,ANTIGUA AND BARBUDA,BOGOTA - ELDORADO,"ANTIGUA  LEEWARDS V.C.BIRD,"
596,2018-02-01,AAL,AMERICAN,I,BOG,ATL,66.0,R,0.0,0.0,BOGOTA,ATLANTA,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,HARTSFIELD JACKSON ATLANTA INTL
597,2018-02-01,AAL,AMERICAN,I,BOG,AUS,26.0,R,0.0,0.0,BOGOTA,TEXAS,COLOMBIA,ESTADOS UNIDOS,BOGOTA - ELDORADO,AUSTIN/ROBERT/MUELLER MUNICIPA
598,2018-02-01,AAL,AMERICAN,I,BOG,BCN,21.0,R,186.0,0.0,BOGOTA,BARCELONA,COLOMBIA,ESPANA,BOGOTA - ELDORADO,BARCELONA
599,2018-02-01,AAL,AMERICAN,I,BOG,BGI,1.0,R,893.0,0.0,BOGOTA,BRIDGENTOWN,COLOMBIA,BARBADOS,BOGOTA - ELDORADO,GRANTLEY ADAMS INTL
