Temperatura maxima x Día,Temperatura minima x Día
67,56
62,44
88,72
72,4
48,3
103,81
76,51
88,77
78,37
62,27
59,45
18,13
103,77
86,69
57,35
81,65
79,31
65,35
95,72
22,5
39,2
93,71
99,67
90,56
40,32
88,65
61,52
51,41
74,59
77,36
92,67
85,76
78,52
83,67
50,22
73,45
28,8
28,1
62,44
39,34
47,19
85,55
83,59
68,53
99,75
80,66
72,66
93,64
96,77
78,73
87,65
44,3
63,31
86,74
56,4
95,74
83,66
46,4
46,31
41,3
54,4
26,23
66,43
71,62
41,29
81,55
86,53
78,58
82,67
73,57
62,27
70,38
72,57
65,38
77,69
68,55
65,44
36,19
70,35
99,79
85,66
84,68
55,29
99,7
39,11
72,45
73,54
84,68
47,22
68,38
74,24
95,67
32,22
66,51
-59
96,7
57,5
68,5
48,36
78,5
61,49
88,65
64,24
81,52
64,52
58,39
63,4
34,-1
99,79
48,36
81,7
84,68
67,32
41,24
79,58
55,4
66,31
71,4
81,64
47,41
35,9
70,27
31,22
63,39
58,25
93,7
61,46
57,3
70,47
67,59
61,54
63,31
40,24
78,53
104,77
76,29
20,-2
67,39
40,12
69,33
85,57
20,4
63,33
1,-18
57,49
43,34
105,76
66,59
87,67
61,44
89,78
64,37
67,47
74,55
45,38
90,57
64,42
29,22
35,16
81,57
87,46
70,59
96,76
54,33
49,28
66,56
55,39
70,51
107,64
59,5
61,43
73,54
75,67
62,41
81,66
90,7
50,32
78,4
83,65
58,15
82,46
46,22
77,62
64,26
63,41
88,61
55,44
16,-5
73,47
48,42
70,46
71,41
73,38
107,58
54,21
48,25
76,41
51,32
50,37
89,7
3,-11
43,4
49,34
60,34
72,42
89,66
46,28
80,54
69,49
97,59
86,54
97,69
80,64
31,15
44,16
7,-9
5,-6
42,26
83,7
22,-8
28,22
56,4
93,73
58,44
83,51
101,59
90,59
83,56
74,54
68,52
64,51
84,63
64,42
54,41
62,38
42,16
88,82
91,53
87,5
48,27
73,55
48,32
68,43
84,48
97,76
68,63
57,27
79,57
64,47
57,24
9,6
68,52
55,26
78,44
45,33
43,33
36,16
76,53
36,17
75,57
60,35
57,42
82,69
44,23
78,54
26,2
39,34
55,45
91,71
54,23
76,61
68,41
26,11
81,63
59,32
99,72
41,31
73,55
86,73
54,32
52,21
45,18
68,52
69,51
88,59
40,23
60,4
98,75
75,58
81,47
43,34
59,44
56,49
59,32
46,39
48,43
93,65
90,7
79,64
62,38
85,58
54,24
71,51
73,35
70,62
82,65
79,63
67,51
84,49
102,79
69,3
58,51
34,26
104,61
74,43
58,52
62,37
99,74
73,35
18
96,78
85,53
82,59
79,69
92,65
81,54
83,63
92,61
86,62
34,2
70,45
48,16
54,47
91,63
47,36
82,5
47,35
59,39
79,51
63,32
94,55
87,66
63,28
93,81
73,4
40,17
96,67
78,59
95,7
56,4
91,69
47,23
86,66
81,54
78,66
80,51
86,71
82,56
57,22
66,36
56,47
91,65
87,75
64,42
46,25
93,72
33,-2
95,53
77,44
72,26
86,64
63,5
100,75
70,59
84,62
84,58
82,63
87,67
89,61
86,68
44,2
77,58
62,42
88,56
79,6
73,57
88,62
66,34
40,33
86,77
79,54
73,33
92,74
87,4
58,28
86,62
32,24
1,-21
71,5
68,57
63,36
81,49
88,57
19,1
57,33
53,44
72,59
84,49
82,69
88,65
31,17
54,32
81,58
62,27
72,5
43,19
82,51
52,29
89,64
54,29
35,17
76,45
70,43
63,25
44,31
82,51
69,43
61,28
56,51
76,62
78,52
31,14
56,41
79,6
85,73
90,67
97,6
64,43
5,-17
16,8
73,51
78,53
50,28
39,32
86,73
33,12
82,73
93,85
73,62
62,47
68,46
16,7
60,51
89,66
57,48
68,62
74,5
42,37
83,66
38,13
27,12
79,62
73,41
63,54
36,27
83,68
75,58
71,44
69,36
80,63
26,2
73,52
54,38
63,52
71,53
61,4
66,44
56,46
45,35
43,35
67,42
72,58
90,67
83,49
82,66
88,72
66,52
78,58
80,34
96,69
88,53
82,65
67,36
90,55
95,76
84,68
72,46
-33
53,46
89,66
39,17
34,26
60,34
67,44
88,65
90,79
77,59
69,49
62,38
86,66
63,45
44,21
38,28
31,2
57,35
104,76
88,59
82,62
79,69
63,36
99,74
46,31
61,5
92,79
95,75
84,6
53,45
85,42
48,4
52,42
59,52
38,18
83,67
80,65
87,75
39,15
64,57
78,64
54,3
86,57
54,26
75,56
47,29
64,48
62,4
71,56
70,45
51,37
27,3
109,76
75,46
66,44
67,35
38,23
76,63
20,7
82,57
65,26
79,44
69,57
53,37
77,47
83,61
64,39
95,69
73,63
79,57
60,29
104,81
44,28
70,35
93,77
78,51
107,79
84,56
93,73
80,69
83,67
64,51
79,65
32,16
83,49
65,25
85,6
77,66
38,16
45,36
88,64
93,62
66,47
77,59
87,44
58,36
31,27
72,59
95,73
67,5
82,68
55,31
62,47
79,6
58,48
72,64
84,55
82,58
59,36
62,4
84,55
89,67
79,53
42,33
11,-6
29,1
81,61
90,81
89,54
90,75
24,9
49,33
87,62
86,61
75,5
81,67
54,42
77,39
63,58
51,35
47,25
88,74
56,4
56,23
65,56
80,66
85,74
33,22
97,61
70,45
7,-21
69,43
62,46
77,38
86,39
71,53
79,46
90,53
93,55
83,61
95,73
82,54
51,45
82,59
85,66
98,76
80,57
94,69
79,64
87,65
68,49
51,26
82,46
29,16
76,62
63,44
22,8
36,21
71,42
20,2
36,3
54,25
35,27
66,39
49,29
80,5
82,64
93,71
60,5
54,37
41,16
99,61
50,4
98,74
64,29
67,42
52,47
79,51
83,63
40,29
71,52
57,36
82,56
37,23
50,28
79,58
67,33
64,5
66,37
63,51
51,33
84,58
79,62
93,7
25,12
91,67
98,76
45,28
85,6
70,44
87,53
83,64
90,73
36,15
33,25
76,59
84,6
78,7
75,64
39,34
70,24
79,62
72,43
84,69
82,51
44,33
58,53
93,65
25,1
64,42
76,69
73,55
86,72
65,38
64,37
60,29
88,65
78,69
89,74
78,47
25,3
74,45
88,7
77,37
64,34
67,46
54,28
55,31
77,56
90,66
91,55
66,37
75,43
37,22
77,56
43,32
90,53
93,67
52,23
66,34
49,41
74,54
34,11
64,39
92,71
66,2
84,64
84,58
73,56
88,77
80,51
14,1
91,75
65,35
93,73
61,39
74,63
82,57
93,68
87,67
68,56
95,59
50,37
59,48
46,27
80,74
82,59
48,33
30,27
67,59
75,51
59,37
89,74
95,69
89,72
89,67
101,74
44,13
92,61
83,64
57,36
78,69
68,39
53,34
30,17
64,47
68,27
74,65
65,48
74,55
43,3
95,7
57,47
49,24
35,33
80,71
60,25
60,28
87,63
66,52
79,58
66,56
71,59
30,7
69,34
90,66
37,12
83,55
81,51
80,55
82,42
50,34
95,67
86,66
80,52
62,2
65,52
92,63
58,35
59,53
84,68
68,59
69,52
94,76
29,25
83,62
92,73
87,41
61,32
59,34
19,7
78,52
71,51
42,18
89,62
35,29
44,31
86,58
55,3
94,74
65,44
49,44
39,28
37,29
54,26
13,-17
33,29
47,1
71,55
94,61
55,37
38,33
61,37
58,32
23,8
93,72
85,55
55,32
71,51
59,28
112,86
64,24
38,25
56,25
78,52
68,59
86,53
35,31
68,45
91,73
86,66
71,43
87,68
95,72
76,38
78,56
64,44
27,17
76,44
101,7
18,8
70,55
79,67
70,51
19,-6
82,62
66,39
38,21
47,42
75,6
77,59
69,53
45,18
88,65
60,34
17,-5
74,7
66,41
59,26
73,52
57,39
88,81
56,43
47,36
68,5
7,-4
98,57
46,3
67,5
84,69
38,13
73,41
62,23
82,53
82,53
92,64
38,25
81,5
105,75
52,32
68,58
72,57
41,25
63,53
80,59
-56
67,41
50,35
86,66
45,19
88,59
93,72
77,59
82,42
92,77
74,58
88,49
79,46
91,72
49,36
63,52
64,36
84,59
87,58
37,22
86,65
63,41
66,52
57,41
55,29
64,34
86,62
52,35
40,25
57,48
48,3
83,63
71,47
56,44
66,42
66,5
57,5
77,42
77,56
63,51
65,43
61,43
79,54
78,63
87,67
65,53
41,33
85,63
79,55
82,53
65,42
78,6
38,2
87,51
55,5
92,69
97,73
67,42
63,52
14,-4
31,2
86,66
83,56
38,19
87,61
27
80,63
45,35
76,46
16,-4
86,68
79,47
68,52
70,52
71,47
36,17
46,43
85,61
95,7
58,54
70,35
17,3
57,26
87,64
51,38
89,61
90,51
89,57
57,52
41,32
69,6
69,32
63,51
67,28
33,26
57,49
51,45
61,28
39,25
32,17
48,38
70,38
91,58
72,64
83,62
83,76
82,52
70,5
44,15
37,16
85,49
82,67
91,72
85,65
96,76
61,28
57,28
104,79
91,64
27,2
77,59
85,47
59,5
54,25
77,56
36,13
80,68
90,79
90,8
73,36
67,33
92,56
36,31
34,24
77,67
49,35
57,19
69,37
43,3
64,52
29,16
31,7
87,5
89,64
79,5
32,29
66,55
64,36
79,55
44,26
90,7
82,44
17,3
79,65
74,47
67,42
62,48
71,53
54,47
85,58
97,58
77,37
78,55
71,37
79,54
35,21
91,62
88,48
85,6
68,5
57,43
65,4
39,33
66,33
52,27
93,75
86,66
72,66
70,49
88,68
90,8
65,25
74,49
88,62
80,66
85,74
49,28
18,13
63,51
73,44
90,63
106,81
40,34
54,46
79,63
92,74
78,52
11,-14
80,7
74,43
77,6
82,56
59,31
65,53
69,56
85,63
35,17
40,25
84,48
53,17
85,71
77,57
78,59
92,75
63,29
72,56
65,32
95,6
41,28
54,49
84,67
54,46
79,7
87,51
60,32
90,6
77,5
79,51
77,61
80,65
34,-7
41,28
49,35
61,5
91,69
55,28
59,36
70,42
63,45
24,1
35,24
85,68
51,35
90,65
94,77
80,52
54,25
64,5
70,58
100,69
82,6
64,5
51,27
84,75
72,56
57,34
66,56
60,37
83,58
57,27
79,6
43,31
40,33
91,69
68,5
59,36
82,72
89,67
87,63
92,65
85,71
71,52
49,25
83,66
54,4
50,13
65,27
81,34
27,1
78,49
51,34
79,52
79,43
81,64
54,12
38,4
70,59
65,55
92,7
64,42
82,48
62,2
61,54
80,67
54,33
45,24
62,37
62,29
59,39
75,44
83,49
43,21
49,32
61,42
95,8
98,79
93,77
74,4
64,4
82,38
63,57
96,75
44,24
86,7
56,45
34,-7
83,57
87,57
70,45
42,15
76,44
83,65
96,78
71,5
66,56
61,52
94,74
60,23
83,55
102,75
52,3
52,32
43,22
36,17
45,3
50,44
82,61
65,54
88,72
64,25
34,21
63,44
43,26
83,49
73,53
18,-4
88,67
39,32
62,51
87,6
55,2
66,48
72,43
68,47
38,33
84,76
67,47
30,19
71,34
65,31
62,51
95,53
39,33
42,4
25,7
73,51
71,53
94,69
84,47
78,54
31,24
72,52
80,63
106,85
86,59
87,79
76,45
39,3
83,58
75,63
75,6
56,29
57,46
91,65
75,44
82,55
45,38
56,45
54,2
5,-6
58,46
53,49
77,32
79,6
80,6
56,46
63,36
93,66
90,78
70,57
107,69
61,5
40,24
87,7
41,29
91,74
62,54
63,38
23,4
49,43
66,4
44,24
92,67
82,64
35,28
74,49
30,7
49,35
52,15
69,33
85,56
38,13
30,18
77,61
46,3
59,48
39,9
59,54
70,49
59,4
49,35
93,5
81,52
88,7
59,37
72,47
18,-5
78,47
35,24
91,64
40,8
31,15
89,58
76,42
101,8
37,27
42,23
96,72
84,57
80,58
95,75
54,27
82,61
74,57
78,66
65,41
89,62
67,58
49,33
57,5
87,69
85,58
20,6
58,49
63,43
44,19
59,28
73,32
53,28
83,6
95,74
92,78
71,51
42,2
82,7
90,69
95,73
94,78
63,57
-24
77,57
83,57
48,27
77,7
89,74
95,63
84,64
75,55
34,16
99,7
85,73
81,7
27,22
48,37
77,7
50,26
61,39
78,59
78,49
94,61
76,4
93,73
82,52
29,2
88,72
88,57
44,23
92,69
69,26
85,63
85,66
82,57
92,75
43,31
79,62
20,1
85,69
59,49
59,55
54,26
94,72
46,28
60,32
88,48
31,14
40,16
57,36
81,61
68,43
66,39
39,21
66,34
90,72
42,25
97,53
25,4
88,47
86,63
31,26
86,56
40,24
46,4
70,43
85,62
58,37
61,21
109,78
30,16
39,34
67,46
77,66
67,4
43,26
92,7
82,61
66,42
71,56
66,45
77,41
72,56
88,73
68,58
31,13
89,74
90,68
91,73
78,53
32,26
81,5
84,59
22,4
91,51
53,21
86,62
35,8
84,57
43,24
59,38
56,26
98,75
6,-11
83,67
40,32
46,33
33,17
66,46
72,39
25,14
61,35
82,54
78,45
84,74
63,45
68,44
80,7
85,72
91,77
27,11
71,36
63,34
76,56
75,53
45,26
84,52
41,13
28
57,34
65,47
44,22
83,67
67,38
92,72
78,49
26,11
75,68
65,49
60,53
36,-1
75,49
63,36
63,4
86,7
50,4
61,46
62,39
90,45
41,23
42,-1
53,25
20,2
69,39
89,72
63,34
96,72
63,36
56,37
40,31
13,-10
36,13
54,31
65,44
40,19
98,72
74,68
82,71
79,56
65,47
86,54
19,-5
85,51
75,54
65,32
15,-1
85,74
68,49
88,71
86,72
63,47
66,47
68,56
92,58
27,17
88,77
75,48
89,63
80,72
74,57
70,64
88,72
11,-7
22,11
69,54
58,37
77,43
96,66
65,54
88,77
102,8
57,39
74,33
69,4
82,41
83,5
71,39
65,47
96,68
77,34
85,58
91,77
34,24
60,3
79,6
73,66
88,66
75,52
91,72
74,48
89,56
71,42
81,57
98,68
54,45
41,23
48,39
87,79
85,74
78,61
89,71
66,61
50,38
73,45
79,58
69,47
91,57
57,41
64,32
78,56
77,6
49,35
63,3
61,39
74,45
96,73
46,16
66,57
37,25
72,58
94,68
83,76
83,6
90,74
87,71
76,53
37,1
52,28
32,-6
68,34
83,79
88,67
40,31
83,46
37,31
85,64
104,84
69,28
16,1
55,43
92,67
80,62
84,74
91,62
46,33
101,44
78,7
61,26
86,6
60,48
57,51
50,37
46,27
82,77
90,71
26,9
87,61
53,4
61,44
56,28
66,42
81,47
74,45
79,71
55,39
93,75
69,52
83,55
37,32
92,74
69,54
82,53
72,54
84,59
76,38
67,26
56,4
90,61
89,61
57,32
95,75
43,17
61,44
69,48
53,32
90,7
94,74
54,33
33,6
59,28
106,72
82,55
89,59
52,22
89,65
80,5
77,65
58,47
85,67
107,81
78,66
63,2
57,3
8,-7
68,47
77,68
54,48
76,66
76,35
88,71
79,45
75,53
86,76
65,47
34,21
81,7
46,29
107,66
70,56
93,69
77,53
79,61
90,76
71,54
71,65
35,19
61,45
83,6
51,37
84,55
87,64
40,17
49,37
85,65
64,47
64,43
43,31
62,41
44,37
72,48
71,36
31,1
69,4
77,61
84,62
94,62
72,54
30,21
98,76
70,63
87,59
63,47
72,49
80,75
36,6
91,77
59,28
87,75
58,16
27,2
97,69
61,38
73,54
88,66
68,4
54,35
75,39
42,32
24,12
77,47
98,67
89,69
37,25
64,47
75,61
56,33
42,26
95,74
38,16
83,48
87,76
72,46
91,72
80,64
75,45
36,31
92,71
93,73
52,16
94,73
75,38
55,48
76,56
91,77
83,53
78,49
80,6
93,7
63,55
35,3
76,22
78,33
70,59
97,72
37,22
85,59
96,62
55,32
62,42
28,12
86,75
64,34
89,5
88,62
93,72
95,72
58,44
65,4
38,2
71,62
60,46
25,13
60,44
74,59
73,61
61,39
91,73
80,66
86,7
88,8
59,52
87,79
95,77
38,33
63,39
49,37
53,26
32,1
85,58
85,52
58,38
19,2
85,68
87,59
35,26
91,5
85,64
78,49
52,3
75,53
62,45
66,53
22,2
94,48
87,62
86,55
31,6
50,24
58,41
80,55
46,28
71,43
48,25
55,41
81,5
69,54
36,3
77,54
87,65
88,7
91,57
57,48
67,32
26,17
70,55
63,28
39,2
76,56
65,46
85,61
20,-21
86,66
85,68
53,28
77,53
49,33
80,62
70,3
84,64
53,41
67,54
63,49
33,21
83,69
71,47
55,26
83,61
77,66
91,65
81,6
22,11
33,25
84,76
89,66
47,34
80,65
63,47
89,65
49,39
72,45
96,76
24,9
45,27
77,66
55,52
65,42
67,51
77,57
87,65
90,57
70,38
74,62
67,36
31,19
93,76
25,13
91,65
42,37
89,59
39,15
84,5
85,67
38,31
51,27
8,-4
70,62
94,69
45,3
91,76
72,48
72,29
80,45
55,22
97,65
90,66
83,52
84,65
89,74
41,28
95,65
79,54
42,29
63,46
86,6
25,11
54,31
92,67
98,7
62,43
73,62
52,32
65,44
37,25
41,31
86,67
66,57
89,65
22
44,36
73,65
66,31
98,73
98,75
93,74
96,79
77,36
81,6
49,2
82,51
59,42
95,68
96,67
59,36
36,32
81,63
94,79
77,63
36,22
74,54
70,35
85,68
70,51
67,48
71,32
74,48
70,49
55,24
107,64
94,61
71,64
65,51
63,39
84,6
72,43
67,45
40,-6
84,44
70,57
9,-10
62,45
66,46
78,65
61,4
50,28
87,57
76,69
79,43
69,35
59,37
66,45
78,66
81,61
92,74
56,37
80,58
94,76
25,14
85,6
70,3
74,58
67,44
75,36
96,73
46,27
39,24
34,9
33,24
73,47
64,54
76,52
91,67
85,71
84,56
63,52
61,39
72,56
53,47
92,72
87,74
91,6
48,37
95,69
80,6
49,33
89,72
87,46
20,5
61,43
67,55
76,63
47,37
78,56
82,63
83,69
33,9
4,-19
85,7
44,24
84,57
81,55
90,76
72,26
70,48
70,42
60,55
72,54
69,47
93,68
51,42
65,44
59,24
57,25
85,73
80,63
57,36
72,58
13,-22
104,68
70,52
57,48
77,45
101,73
85,61
90,8
68,5
68,38
53,4
35,22
39,28
68,6
90,79
64,57
85,54
33,25
79,47
89,66
86,63
83,58
87,67
95,73
63,5
87,72
85,53
71,48
12,-22
77,56
34,23
77,53
53,19
81,58
43,35
65,27
56,36
109,68
67,46
57,49
86,63
82,53
77,48
80,64
57,24
85,68
42,11
90,5
89,75
59,45
79,69
83,67
34,13
61,28
40,32
50,24
60,54
82,66
99,72
72,3
29,15
43,33
70,29
79,44
97,71
40,29
93,68
29,22
63,38
49,19
80,67
-37
78,47
52,23
79,58
62,31
91,72
59,34
82,58
65,37
76,38
35,16
84,69
73,48
93,73
63,56
40,25
73,54
70,5
86,68
75,55
68,39
32,18
74,36
72,59
21,-5
91,57
66,35
76,64
33,14
88,65
43,11
80,7
86,59
100,73
78,71
69,47
42,31
76,52
83,7
78,58
17,2
78,43
34,16
64,55
57,43
82,48
86,69
79,59
74,54
76,48
37,5
38,29
71,57
35,24
70,37
60,35
65,37
45,33
56,36
83,73
84,65
73,51
52,15
83,66
81,55
75,45
53,28
93,59
90,69
15,-10
59,52
45,27
90,74
98,78
64,52
80,49
41,5
77,68
85,75
80,48
96,68
63,41
64,38
79,45
42,32
92,73
72,54
60,33
84,67
84,62
82,55
81,52
101,78
74,49
87,68
63,41
61,31
58,38
68,33
80,57
22,-1
84,64
80,56
84,66
104,64
42,34
69,54
53,42
52,21
64,29
61,33
79,63
79,68
48,34
99,76
59,34
37,2
79,53
84,56
28,-9
75,52
69,56
66,27
80,55
62,44
51,32
80,54
91,72
40,21
72,58
63,5
59,37
64,5
83,55
67,57
3,-11
79,59
56,29
88,7
89,75
92,61
68,37
41,24
81,46
85,61
56,4
72,39
83,64
76,51
54,42
51,38
22,8
58,34
70,41
69,47
78,49
85,74
44,29
54,47
29,1
63,5
56,43
65,47
56,26
77,61
70,27
30,1
92,77
77,54
52,44
59,32
92,72
84,65
89,57
42,31
39,29
73,62
41,21
65,56
30,19
87,77
83,62
81,61
48,15
26,14
49,29
50,45
23,1
83,68
49,41
91,71
70,54
89,63
75,47
94,66
74,63
65,47
81,5
75,51
87,67
79,59
60,25
86,58
34,11
85,59
75,54
95,72
75,61
68,49
63,53
35,3
56,47
38,28
52,37
64,38
55,37
50,43
7,-23
46,32
10,-10
60,43
78,53
61,54
57,36
71,45
73,52
45,26
76,49
79,4
60,4
63,32
68,42
59,44
26,9
59,36
29,19
69,51
99,73
89,69
43,26
81,68
51,43
53,33
75,4
87,73
96,68
66,25
91,7
-26
79,71
64,42
52,24
39,25
66,29
52,33
44,33
91,63
51,33
53,34
76,28
40,33
33,13
64,34
82,51
87,6
83,57
42,4
54,32
53,23
61,46
82,49
32,27
59,45
70,42
96,65
81,43
81,68
42,3
95,65
77,41
93,54
63,37
88,71
90,77
68,6
54,26
14,9
79,47
69,39
92,63
78,51
97,71
85,71
103,72
21,5
78,57
79,68
47,7
86,74
69,36
42,21
95,54
78,62
25,-4
86,72
79,69
75,58
52,39
11,-14
67,51
84,61
93,58
25,13
85,67
52,32
57,29
104,58
78,69
54,41
39,29
92,56
75,49
83,73
82,63
47,23
62,44
60,46
68,42
68,55
70,4
62,41
37,3
38,25
79,61
88,45
62,52
64,61
86,66
77,67
95,48
93,69
68,33
90,55
62,5
79,55
74,63
73,59
58,38
92,69
57,4
82,54
55,47
92,53
59,41
79,57
95,62
66,37
43,36
60,36
59,44
75,62
66,47
16,8
70,17
83,6
68,22
52,26
30,14
60,44
59,51
49,3
65,35
60,55
82,43
95,63
67,47
87,64
67,34
28,24
23,-7
44,1
80,66
61,3
95,79
64,35
92,53
25,-4
64,47
63,33
63,3
75,53
92,72
57,39
56,49
67,36
48,29
68,4
45,41
85,53
70,5
48,3
32,2
47,3
94,7
71,45
95,67
61,54
30,-7
94,62
63,33
46,32
90,63
38,7
69,52
60,54
88,66
66,39
83,7
68,29
54,41
74,53
79,57
84,49
14,5
43,35
51,31
31,24
62,26
68,5
105,81
86,69
50,3
76,53
38,6
74,5
55,48
62,5
69,42
51,33
55,44
71,5
29,19
89,75
35,29
93,75
61,46
63,53
44,4
76,65
76,6
90,65
108,62
48,26
93,46
60,45
52,39
59,28
39,23
90,6
10,-9
89,67
17,-18
73,64
61,38
38,29
83,5
72,41
64,49
53,35
86,8
97,77
92,73
34,1
89,75
83,59
93,61
63,34
50,19
74,66
58,44
85,49
86,54
67,46
47,26
33,28
55,47
82,61
78,58
50,36
73,49
65,36
45,23
94,71
51,29
94,65
80,69
70,52
37,19
76,59
50,4
72,5
76,48
79,44
80,56
50,29
52,4
101,62
30,1
29,13
75,7
58,28
72,57
54,38
91,71
75,49
97,66
14,3
99,77
86,66
51,16
15,1
89,52
69,6
71,31
34,27
82,59
58,34
84,73
77,56
83,52
41,32
72,34
42,21
71,51
78,44
83,62
56,22
64,39
33,19
57,34
94,72
49,35
91,71
70,33
77,37
67,23
76,49
89,71
87,72
64,2
62,35
90,73
83,53
70,29
87,7
67,47
24,2
49,38
77,5
77,64
74,57
38,26
67,29
72,5
80,6
74,61
76,54
70,61
102,79
88,64
105,7
27,-3
65,32
81,5
64,41
77,42
34,23
74,61
75,61
64,53
71,4
69,36
72,65
84,58
80,58
71,41
33,15
57,34
39,15
71,56
77,5
68,39
76,44
61,35
70,34
79,51
92,83
44,28
78,57
64,56
99,76
94,7
69,46
16,-14
86,74
86,51
81,51
63,12
85,59
78,62
73,52
53,33
79,57
81,73
33,3
16,-16
78,53
79,69
78,57
50,3
95,64
80,45
80,7
6,-9
91,77
83,52
66,44
61,37
71,45
63,44
59,24
79,63
55,28
96,79
87,69
82,67
82,62
83,78
84,66
71,63
64,48
71,61
59,48
94,67
75,44
50,41
78,49
69,45
71,5
62,44
57,5
70,54
36,31
74,54
85,58
80,67
43,25
54,34
52,34
58,39
93,63
93,66
53,46
47,42
94,72
91,61
54,46
76,45
79,54
87,53
79,3
92,72
57,28
25,3
67,29
92,51
34,25
72,59
128,61
40,32
68,49
79,64
75,55
100,76
65,38
92,55
91,58
65,5
72,49
68,46
59,44
54,23
57,34
90,6
82,67
65,32
4,-12
91,77
85,63
24,19
84,52
12
83,61
69,43
85,53
79,55
37,32
54,27
99,78
56,35
19,11
54,24
77,63
79,57
84,65
93,75
76,57
81,63
76,5
81,41
69,61
61,53
72,28
68,59
-32
95,75
88,61
59,35
73,65
87,48
65,36
67,52
64,48
61,41
73,37
45,2
26,-4
70,43
85,58
20,2
72,44
73,47
75,62
70,41
59,54
68,58
71,57
56,5
63,43
92,72
66,28
74,5
81,62
31,7
59,28
86,6
91,67
26,16
47,27
54,4
61,55
83,62
86,68
82,64
86,64
72,5
78,55
97,69
50,3
78,58
49,37
83,64
82,64
70,55
54,31
37,19
49,28
62,46
87,68
104,77
92,71
23,-2
49,26
90,46
76,61
43,27
67,56
78,49
67,39
52,27
83,59
92,63
58,35
34,-5
63,43
76,68
67,51
73,5
60,39
77,51
64,46
100,64
64,28
90,81
66,43
35,25
54,49
45,29
89,73
46,28
94,68
33,6
99,72
97,78
61,48
66,37
73,52
49,26
75,54
40,18
65,5
80,4
30,21
44,32
81,67
99,72
71,44
34,19
76,53
86,57
70,42
44,29
81,37
74,55
85,48
61,4
94,51
49,46
83,41
31,9
90,69
71,57
63,33
65,56
78,61
89,52
58,32
51,24
35,9
43,2
77,5
90,74
94,7
16,-14
41,29
77,44
82,68
92,72
59,41
95,75
71,35
45,39
90,79
66,57
79,55
32,11
84,66
78,51
96,75
67,41
40,32
23,7
88,66
97,75
70,38
29,6
68,44
86,69
65,42
71,57
23,4
58,51
67,52
86,59
81,65
99,66
87,6
69,3
59,31
43,24
61,47
77,29
70,61
61,54
12,-13
50,34
41,21
49,28
39,22
77,66
72,52
5,-6
81,57
32,26
18,8
83,57
60,44
26,13
91,76
31,28
12,4
64,55
43,35
60,39
77,57
89,73
65,17
77,64
50,26
67,39
89,6
69,43
8,-5
91,74
47,34
38,23
76,54
58,38
51,26
41,33
60,48
81,55
61,23
62,34
66,52
29,-12
93,62
66,51
54,4
81,63
86,57
25,2
86,59
98,69
67,52
52,46
73,42
90,66
41,33
49,32
87,69
34,25
87,76
115,76
89,62
81,65
50,36
90,7
53,31
80,46
59,35
73,41
60,28
74,63
75,59
15,-13
51,37
72,38
54,49
54,22
83,74
71,51
72,5
84,57
78,63
80,4
28,-17
77,7
41,24
31,26
73,51
91,63
83,56
71,6
91,79
39,26
87,68
94,75
39,28
26,-3
98,78
63,43
35,23
81,61
77,65
23,2
79,64
66,29
84,68
70,33
89,69
34,22
80,29
47,4
96,66
102,73
81,73
72,48
77,54
51,11
64,55
43,34
58,36
83,65
80,71
85,72
70,37
93,69
42,19
91,74
42,21
68,32
81,6
93,74
76,48
67,53
88,78
92,63
84,7
87,49
48,25
103,67
69,52
91,65
31,17
61,34
29,2
47,3
65,48
64,25
32,31
92,72
43,21
34,28
-31
66,32
84,64
56,35
59,3
45,4
77,64
48,43
86,72
22,3
87,62
81,61
64,38
81,69
93,71
43,24
36,19
90,55
66,33
51,22
75,36
72,5
35,24
74,61
69,24
82,49
68,53
67,5
92,58
50,37
74,36
43,35
40,29
92,79
78,65
32,29
37,33
37,22
70,46
90,65
78,63
72,41
67,54
82,67
92,66
50,17
63,23
92,63
95,64
79,67
91,72
65,45
94,76
18,4
76,57
81,71
81,66
80,68
72,52
67,57
35,27
90,69
88,62
61,45
71,21
48,29
68,4
49,3
76,52
40,35
88,73
35,14
83,54
33,2
60,33
84,57
84,64
71,55
73,56
30,-9
88,67
30,18
51,28
108,65
57,42
86,64
63,46
93,76
84,56
50,42
87,65
55,34
86,63
92,71
51,4
88,63
88,59
57,29
90,69
70,38
86,57
32,14
78,44
77,66
59,52
73,54
58,42
83,51
57,28
59,47
94,68
73,55
92,74
93,71
81,57
93,54
80,55
73,63
49,38
70,57
99,99
82,58
57,44
24,14
82,62
66,44
86,62
55,47
61,29
78,49
28,19
89,62
70,36
86,56
89,56
61,42
59,48
33,1
43,37
56,51
67,62
98,76
62,27
50,33
41,3
54,43
42,27
87,69
86,68
93,73
54,42
19,9
55,26
110,77
50,2
64,44
72,34
67,32
83,54
75,57
93,66
103,73
62,39
9,-8
60,29
90,73
65,53
92,65
77,54
38,29
81,63
76,34
100,73
60,49
79,59
64,48
93,59
78,71
80,56
85,66
67,35
90,79
64,36
89,64
86,52
75,5
91,73
82,59
36,8
50,39
89,67
90,62
59,49
29,2
88,53
59,35
95,73
37,27
83,58
81,56
63,53
62,53
88,64
82,59
35,24
66,3
92,49
91,77
93,77
77,45
66,4
55,38
64,42
84,62
52,39
45,4
60,45
44,31
75,52
14,-9
61,48
91,72
76,54
79,63
80,51
90,65
79,52
70,48
68,39
41,22
